 * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
127.0.0.1 - - [21/Mar/2019 12:41:54] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:54] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:54] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:54] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:54] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:54] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:54] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:54] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:54] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:55] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:56] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:57] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:58] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:41:59] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:00] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:01] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:02] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:02] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:02] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:02] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:02] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:02] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:02] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:02] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:42:02] "POST /api/ui/add_entries HTTP/1.1" 200 -
